Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate,Technology Access,Study Group Participation
1248,Male,18,Some College,12.6,7.3,5.2,55,74,65,2.6,0.9,Yes,No
1249,Female,16,Bachelor's,9.5,4.5,6.5,80,65,54,2.7,5.8,No,No
1250,Female,15,Graduate,4.6,8.2,6.9,83,71,87,3.2,4.9,Yes,Yes
1251,Male,15,High School,14.3,7.3,9.4,78,98,100,3.7,0.4,Yes,No
1252,Female,18,Bachelor's,12.0,5.7,0,78,93,100,3.6,12.6,Yes,Yes
1253,Female,17,Graduate,9.7,7.7,8.8,100,96,94,3.9,3.2,Yes,Yes
1254,Male,16,Graduate,17.2,8.5,5.6,79,85,100,3.5,6.5,Yes,Yes
1255,Male,15,Some College,12.0,6.8,7.4,72,65,83,2.9,1.4,Yes,No
1256,Female,16,Bachelor's,9.8,6.0,9.8,95,80,93,3.6,0.7,Yes,Yes
1257,Male,16,Graduate,10.7,7.1,3.2,84,100,98,3.8,7.8,Yes,No
1258,Male,18,Bachelor's,14.0,,1.8,75,85,100,3.5,1.6,Yes,No
1259,Female,17,Graduate,10.3,,8.9,78,100,62,3.2,7.1,No,Yes
1260,Male,15,Bachelor's,9.0,8.3,8.2,90,96,68,3.4,3.4,Yes,No
1261,Male,17,Bachelor's,10.1,6.9,13.0,92,83,79,3.4,2.0,Yes,Yes
1262,Female,16,High School,6.5,6.3,9.7,69,57,48,2.3,4.7,Yes,Yes
1263,Female,15,Bachelor's,8.0,6.2,8.3,96,52,99,3.3,1.2,Yes,Yes
1264,Male,16,Bachelor's,11.0,8.3,7.6,82,97,95,3.7,3.4,Yes,Yes
1265,Male,16,Some College,4.0,6.7,2.4,95,73,65,3.1,3.9,Yes,No
1266,Female,16,Bachelor's,10.3,6.7,9.5,76,76,73,3.0,10.5,Yes,Yes
1267,Female,18,Bachelor's,13.4,7.3,7.0,68,70,83,2.9,9.9,Yes,Yes
1268,Male,17,High School,8.1,6.7,4.6,88,90,92,3.6,3.6,Yes,Yes
1269,Female,17,Graduate,4.5,6.4,7.3,82,71,86,3.2,4.0,Yes,No
1270,Male,17,High School,12.3,7.9,4.6,93,97,100,3.9,0.8,Yes,No
1271,Female,16,Some College,12.1,7.6,5.7,88,93,84,3.5,2.5,Yes,No
1272,Female,15,Graduate,8.8,7.2,6.6,100,70,91,3.5,0.7,Yes,Yes
1273,Female,16,Graduate,13.2,7.1,0.8,100,100,83,3.8,4.8,Yes,Yes
1274,Female,17,High School,9.8,7.1,5.3,77,54,72,2.7,1.3,Yes,No
1275,Female,15,High School,9.5,7.3,6.4,65,75,59,2.7,0.7,No,Yes
1276,Female,16,High School,4.0,7.3,8.8,81,78,69,3.0,3.6,Yes,No
1277,Female,16,High School,8.8,8.9,7.8,91,56,60,2.8,4.8,Yes,Yes
1278,Male,18,High School,5.5,6.5,5.5,73,87,68,3.0,1.1,Yes,Yes
1279,Male,16,Some College,5.6,6.7,4.6,86,45,77,2.8,7.6,Yes,Yes
1280,Male,16,Some College,9.4,7.4,8.1,77,82,93,3.4,4.4,No,Yes
1281,Male,16,Bachelor's,9.8,6.7,6.9,84,77,68,3.1,2.3,Yes,No
1282,Male,17,Some College,5.0,6.5,4.8,81,85,88,3.4,10.1,Yes,Yes
1283,Female,17,Some College,2.8,5.4,5.6,57,88,50,2.6,2.5,Yes,Yes
1284,Male,16,Graduate,11.3,7.9,6.7,96,95,91,3.8,2.2,Yes,Yes
1285,Female,15,Bachelor's,10.2,5.7,10.0,96,71,95,3.5,2.3,Yes,Yes
1286,Male,15,Some College,14.3,6.5,6.7,89,96,85,3.6,1.2,Yes,Yes
1287,Male,17,Graduate,13.7,7.5,0,100,80,95,3.7,3.0,Yes,Yes
1288,Female,17,High School,7.1,7.3,8.7,66,45,59,2.3,5.5,Yes,No
1289,Male,16,Bachelor's,6.7,4.2,3.4,68,77,78,3.0,1.8,No,No
1290,Male,17,Bachelor's,7.9,7.3,4.9,58,50,93,2.7,7.3,Yes,No
1291,Male,15,High School,7.2,,7.7,75,78,83,3.1,2.1,Yes,No
1292,Female,18,Graduate,11.9,6.5,6.7,97,87,100,3.8,1.0,Yes,Yes
1293,Female,17,Bachelor's,10.1,6.5,8.2,76,100,81,3.4,4.5,Yes,Yes
1294,Male,17,Some College,11.1,6.2,5.3,63,76,94,3.1,5.6,No,Yes
1295,Male,15,High School,7.7,8.7,5.2,84,75,82,3.2,3.1,Yes,Yes
1296,Female,17,Bachelor's,12.1,6.6,7.3,82,76,98,3.4,3.3,Yes,No
1297,Female,16,High School,7.6,8.4,3.5,80,55,68,2.7,1.1,Yes,Yes
1298,Female,16,High School,8.5,7.0,5.5,52,71,67,2.5,3.4,Yes,No
1299,Female,17,Some College,,6.1,5.5,94,100,97,3.9,2.4,Yes,Yes
1300,Male,18,Bachelor's,7.6,7.2,2.9,100,68,74,3.2,2.1,Yes,Yes
1301,Female,17,Some College,9.5,8.1,5.9,87,69,84,3.2,1.0,Yes,Yes
1302,Male,16,High School,11.1,7.9,5.2,100,97,75,3.6,3.3,Yes,Yes
1303,Female,16,Graduate,7.9,6.0,4.0,100,72,80,3.4,3.2,Yes,Yes
1304,Male,17,Bachelor's,9.3,6.2,1.6,100,73,96,3.6,2.7,Yes,Yes
1305,Female,16,Some College,15.8,8.7,2.4,81,100,85,3.5,5.6,Yes,No
1306,Female,16,High School,12.7,7.7,1.9,100,80,83,3.5,1.7,Yes,Yes
1307,Male,17,Bachelor's,12.9,7.6,4.4,83,87,69,3.2,1.0,Yes,Yes
1308,Male,16,Bachelor's,17.4,5.7,6.6,100,95,90,3.8,0.9,Yes,Yes
1309,Male,15,Some College,12.3,6.6,6.8,76,68,94,3.2,3.9,Yes,No
1310,Female,17,High School,12.1,7.3,7.2,99,94,100,3.9,4.2,Yes,No
1311,Male,16,Graduate,11.3,5.8,0.2,95,99,88,3.8,7.2,Yes,No
1312,Male,15,Graduate,8.6,7.6,4.7,100,70,83,3.4,2.7,Yes,No
1313,Male,15,Bachelor's,10.1,8.4,5.4,88,62,80,3.1,3.6,Yes,No
1314,Male,17,Graduate,6.2,6.4,5.8,59,68,85,2.8,5.2,Yes,No
1315,Female,18,Graduate,8.7,7.1,6.0,98,94,94,3.8,3.5,Yes,Yes
1316,Male,17,Bachelor's,6.3,6.4,2.0,87,100,85,3.6,3.0,Yes,Yes
1317,Female,17,Graduate,12.0,7.5,1.1,86,100,92,3.7,1.9,Yes,Yes
1318,Male,18,Bachelor's,10.0,5.2,8.6,94,98,89,3.7,7.2,Yes,Yes
1319,Female,15,Some College,15.4,7.1,4.8,72,85,100,3.4,9.1,Yes,Yes
1320,Male,15,Bachelor's,8.7,,8.7,68,87,81,3.1,2.1,Yes,No
1321,Female,16,Bachelor's,14.5,8.8,7.2,93,92,96,3.7,2.3,Yes,Yes
1322,Female,17,Some College,10.4,7.3,6.2,100,65,69,3.1,1.3,Yes,Yes
1323,Female,15,Graduate,10.0,,6.5,97,94,100,3.9,2.8,Yes,Yes
1324,Female,16,High School,3.8,7.2,0.9,58,42,69,2.3,2.1,Yes,Yes
1325,Male,17,Graduate,11.3,8.5,5.5,100,69,86,3.4,2.3,Yes,Yes
1326,Male,18,Some College,3.9,8.1,13.7,75,81,85,3.2,2.8,No,Yes
1327,Female,17,Some College,10.1,6.2,7.4,90,92,70,3.4,11.3,Yes,Yes
1328,Male,15,Bachelor's,10.5,8.4,8.3,74,95,90,3.5,7.3,Yes,No
1329,Female,17,Bachelor's,14.1,7.5,5.0,79,98,85,3.5,1.9,Yes,Yes
1330,Male,18,Bachelor's,9.5,6.4,8.5,78,80,85,3.2,1.3,Yes,No
1331,Male,16,High School,9.5,5.8,3.3,78,90,71,3.2,1.8,Yes,Yes
1332,Male,17,Bachelor's,11.6,8.3,8.9,89,67,96,3.4,2.4,Yes,Yes
1333,Male,16,High School,12.1,8.8,7.3,73,97,87,3.4,0.7,Yes,No
1334,Male,16,Some College,10.1,6.4,5.4,66,73,91,3.1,2.7,Yes,No
1335,Female,16,Bachelor's,7.6,5.4,7.0,55,63,87,2.7,1.7,Yes,No
1336,Female,18,Graduate,13.7,5.0,7.2,63,100,96,3.5,6.3,No,Yes
1337,Female,16,Bachelor's,9.3,6.3,5.2,88,62,86,3.1,0.7,Yes,Yes
1338,Female,18,High School,14.2,,4.0,78,91,93,3.5,5.2,Yes,No
1339,Female,16,Graduate,19.1,7.5,4.2,100,100,92,3.9,4.8,Yes,Yes
1340,Male,17,Some College,8.0,6.0,6.8,67,70,78,2.9,9.2,Yes,Yes
1341,Female,17,Bachelor's,6.9,,3.2,60,76,68,2.7,6.4,Yes,No
1342,Male,16,Some College,12.0,5.6,7.0,94,65,96,3.4,5.3,No,No
1343,Female,17,High School,10.4,5.2,8.5,100,83,69,3.4,8.5,Yes,Yes
1344,Female,16,High School,9.1,7.6,1.7,79,68,78,3.0,4.8,Yes,No
1345,Female,17,High School,6.5,6.6,0,71,90,84,3.3,0.9,No,Yes
1346,Male,15,High School,11.9,4.9,7.5,74,97,75,3.3,7.6,Yes,No
1347,Female,18,Some College,10.0,8.7,2.1,69,89,80,3.2,5.6,Yes,No
1348,Female,15,High School,4.5,5.9,0.4,82,73,57,2.8,4.6,Yes,Yes
1349,Female,15,Some College,8.1,8.6,7.2,70,57,71,2.6,1.5,No,Yes
1350,Female,18,Bachelor's,13.4,8.6,2.2,80,98,86,3.5,5.2,Yes,No
1351,Female,17,High School,14.2,7.5,3.6,84,52,77,2.8,2.2,Yes,Yes
1352,Male,17,High School,13.1,5.5,4.0,84,100,89,3.6,7.3,Yes,Yes
1353,Female,16,High School,9.4,6.9,13.3,79,67,77,3.0,3.8,Yes,Yes
1354,Male,17,Some College,1,6.8,7.3,74,50,54,2.4,6.0,Yes,Yes
1355,Female,16,Bachelor's,7.3,6.9,7.6,83,76,87,3.3,2.6,No,No
1356,Female,16,High School,9.8,,4.5,61,72,65,2.6,2.8,No,Yes
1357,Male,17,High School,14.1,8.0,5.3,90,93,74,3.4,1.6,Yes,Yes
1358,Female,17,Some College,7.1,7.6,7.0,80,75,64,2.9,3.3,Yes,Yes
1359,Male,16,High School,7.5,6.7,8.7,66,83,58,2.8,9.6,Yes,No
1360,Female,16,Graduate,5.6,8.2,6.2,78,80,100,3.4,1.8,Yes,No
1361,Female,15,Bachelor's,7.7,6.8,3.8,52,100,85,3.2,5.6,Yes,Yes
1362,Female,15,High School,10.0,,5.1,57,77,78,2.8,4.5,Yes,No
1363,Male,15,High School,10.1,6.2,0.7,97,71,73,3.2,2.4,Yes,Yes
1364,Male,15,High School,18.5,6.6,1.3,100,100,100,4.0,5.3,Yes,Yes
1365,Male,17,High School,10.1,8.6,5.2,70,92,68,3.1,1.3,Yes,Yes
1366,Male,17,Graduate,10.5,7.1,10.8,100,91,77,3.6,9.0,No,Yes
1367,Male,15,Some College,8.6,8.7,9.0,92,100,61,3.4,3.2,Yes,No
1368,Male,17,Some College,6.9,6.0,3.9,95,50,64,2.8,5.2,Yes,Yes
1369,Male,16,High School,9.2,7.1,9.6,84,66,55,2.7,12.2,Yes,Yes
1370,Male,18,High School,12.0,5.8,4.2,62,91,99,3.4,2.3,Yes,No
1371,Female,15,Graduate,11.7,7.5,5.6,90,73,64,3.0,7.1,Yes,Yes
1372,Female,16,Some College,8.9,6.6,2.3,87,88,53,3.0,2.8,Yes,No
1373,Male,16,Bachelor's,9.8,6.3,5.8,71,100,85,3.4,1.2,Yes,No
1374,Female,16,High School,6.2,6.2,2.1,95,38,77,2.8,4.0,Yes,No
1375,Male,17,High School,3.7,5.7,5.0,42,55,67,2.2,2.4,Yes,No
1376,Male,15,Graduate,11.9,,2.7,91,78,83,3.4,2.3,Yes,No
1377,Male,15,High School,10.5,6.9,7.2,72,69,84,3.0,4.8,Yes,Yes
1378,Female,16,High School,10.9,5.3,2.7,87,72,78,3.2,4.6,Yes,No
1379,Female,16,High School,10.1,7.2,5.1,100,100,76,3.7,2.4,Yes,Yes
1380,Female,17,Bachelor's,10.0,7.9,5.8,89,72,81,3.2,3.5,Yes,Yes
1381,Female,17,Bachelor's,11.3,8.6,6.9,100,53,86,3.2,2.4,No,Yes
1382,Female,16,Bachelor's,6.5,5.5,13.0,84,76,59,2.9,4.0,Yes,Yes
1383,Male,17,Some College,11.7,7.7,4.3,100,73,92,3.5,4.2,Yes,No
1384,Male,17,Some College,9.5,9.0,8.5,73,76,92,3.2,10.4,Yes,No
1385,Male,18,Some College,7.9,6.5,2.2,87,90,76,3.4,0.9,Yes,No
1386,Female,16,Bachelor's,10.7,7.5,2.1,77,73,69,2.9,2.7,No,No
1387,Male,17,High School,4.8,8.5,2.2,80,46,61,2.5,4.5,No,No
1388,Female,16,High School,,7.4,11.0,73,54,82,2.8,2.5,No,Yes
1389,Male,17,Bachelor's,11.3,7.9,10.5,85,71,83,3.2,3.5,Yes,Yes
1390,Male,17,Graduate,13.5,,3.8,80,92,81,3.4,4.0,Yes,No
1391,Male,17,Graduate,12.0,7.1,6.0,92,78,96,3.5,3.0,Yes,No
1392,Female,17,Some College,,6.4,3.0,92,98,73,3.5,0.8,Yes,Yes
1393,Male,17,Graduate,13.9,5.4,4.6,97,74,100,3.6,11.3,Yes,Yes
1394,Female,16,High School,7.6,6.1,4.6,84,95,93,3.6,1.3,Yes,Yes
1395,Male,16,Some College,4.9,7.8,9.1,80,83,83,3.3,5.4,Yes,Yes
1396,Male,15,Bachelor's,,7.4,4.3,100,72,88,3.5,1.0,Yes,Yes
1397,Male,16,Bachelor's,8.8,6.1,4.6,86,92,94,3.6,4.8,Yes,No
1398,Male,17,Some College,7.1,7.1,9.8,53,74,49,2.3,2.4,Yes,No
1399,Male,16,Bachelor's,7.4,8.0,6.3,93,79,89,3.5,1.3,Yes,Yes
1400,Female,15,High School,8.4,7.4,3.3,63,82,67,2.8,14.0,Yes,No
1401,Female,15,Bachelor's,8.6,6.5,5.9,44,81,87,2.8,3.5,Yes,No
1402,Male,16,Some College,13.2,8.0,4.9,70,88,76,3.1,1.3,Yes,No
1403,Male,18,Graduate,11.0,,7.0,100,100,100,4.0,1.2,Yes,Yes
1404,Male,16,Graduate,6.9,8.8,6.1,84,98,60,3.2,8.7,Yes,No
1405,Female,15,Bachelor's,11.2,9.0,1.0,78,82,79,3.2,5.5,Yes,Yes
1406,Male,16,High School,9.6,6.5,7.8,95,79,79,3.4,1.2,Yes,No
1407,Female,17,Some College,9.4,7.1,4.2,79,54,64,2.6,2.7,Yes,Yes
1408,Female,15,High School,10.9,7.6,6.8,81,69,83,3.1,2.0,No,Yes
1409,Male,17,Graduate,9.0,6.6,4.2,88,89,100,3.7,3.3,Yes,No
1410,Male,17,Bachelor's,6.0,,4.5,62,77,80,2.9,4.0,Yes,Yes
1411,Male,16,Graduate,9.3,7.3,3.5,99,72,89,3.5,7.0,Yes,No
1412,Male,16,Some College,7.4,8.3,6.3,86,88,85,3.5,3.5,Yes,Yes
1413,Male,17,Some College,12.8,6.4,6.3,78,67,69,2.9,6.8,Yes,Yes
1414,Female,18,Bachelor's,12.1,6.8,9.6,64,89,71,3.0,1.5,Yes,Yes
1415,Female,18,High School,10.6,6.8,6.9,50,74,89,2.8,2.7,Yes,Yes
1416,Female,18,Bachelor's,9.8,7.6,8.8,86,89,83,3.4,4.6,Yes,Yes
1417,Male,16,Some College,15.9,7.2,8.2,83,66,87,3.1,7.1,Yes,No
1418,Female,16,High School,,6.6,6.6,66,59,75,2.7,12.3,Yes,Yes
1419,Male,18,High School,6.7,,2.8,93,88,86,3.6,10.3,Yes,No
1420,Female,17,High School,9.6,7.0,4.2,73,91,79,3.2,1.1,Yes,Yes
1421,Female,17,Bachelor's,7.7,7.5,13.4,48,85,68,2.7,2.0,No,Yes
1422,Male,17,High School,9.9,7.4,8.8,82,86,59,3.0,4.0,Yes,Yes
1423,Female,16,Some College,11.0,7.2,6.5,95,76,87,3.4,3.7,Yes,No
1424,Male,17,Some College,6.9,6.7,10.2,71,96,58,3.0,1.8,Yes,Yes
1425,Male,18,Graduate,5.8,,4.9,74,68,100,3.2,3.0,Yes,Yes
1426,Female,17,Graduate,15.1,7.5,7.6,100,85,76,3.5,7.3,Yes,No
1427,Female,16,Some College,14.3,9.0,4.0,89,96,83,3.6,1.6,Yes,Yes
1428,Male,17,High School,6.3,6.6,10.0,86,58,85,3.1,3.6,Yes,Yes
1429,Female,16,Bachelor's,8.2,7.2,8.1,66,62,55,2.4,6.3,Yes,Yes
1430,Female,16,High School,9.3,7.6,4.6,86,84,88,3.4,3.6,Yes,Yes
1431,Female,17,Graduate,,8.0,5.6,71,70,95,3.1,8.9,Yes,No
1432,Male,17,Bachelor's,6.5,,5.5,67,97,76,3.2,2.4,Yes,Yes
1433,Female,16,Some College,8.7,6.7,9.1,91,76,97,3.5,2.4,Yes,Yes
1434,Female,15,Some College,10.6,8.2,6.4,91,70,80,3.2,2.6,Yes,No
1435,Female,17,Some College,10.3,7.0,2.6,67,78,81,3.0,5.8,Yes,No
1436,Female,15,Bachelor's,8.8,6.9,7.8,65,88,77,3.1,3.7,Yes,No
1437,Female,18,Some College,4.9,,5.4,82,93,75,3.3,3.8,Yes,Yes
1438,Female,17,Some College,12.3,6.9,0,91,68,95,3.4,1.1,Yes,No
1439,Female,16,High School,8.1,7.8,7.6,66,66,57,2.5,3.8,Yes,No
1440,Female,15,High School,,6.3,1.6,71,63,74,2.8,1.6,Yes,No
1441,Male,18,Some College,8.7,9.3,4.6,98,74,88,3.5,1.1,Yes,Yes
1442,Female,17,Graduate,10.5,8.3,1.8,90,95,79,3.5,0.8,Yes,Yes
1443,Male,16,Bachelor's,7.5,5.9,5.8,95,86,94,3.7,7.7,Yes,Yes
1444,Female,16,Graduate,2.2,6.1,10.5,71,52,72,2.6,4.4,Yes,No
1445,Male,16,Some College,10.2,7.4,6.7,100,88,100,3.8,1.4,Yes,No
1446,Male,16,Some College,8.2,8.2,0.7,69,55,72,2.6,1.8,Yes,No
1447,Male,16,Some College,9.6,7.9,5.9,84,51,76,2.8,1.4,Yes,No
1448,Male,15,High School,8.7,6.0,3.4,82,96,51,3.1,3.7,Yes,No
1449,Female,16,Bachelor's,9.2,5.4,6.1,82,83,94,3.5,4.8,Yes,Yes
1450,Female,17,Some College,15.6,6.3,9.5,84,100,90,3.7,2.0,Yes,Yes
1451,Female,16,Some College,13.7,4.9,4.2,100,77,81,3.4,2.5,Yes,No
1452,Male,16,High School,13.7,6.6,8.0,86,75,93,3.4,1.6,Yes,Yes
1453,Female,15,Some College,12.2,7.8,2.3,64,94,94,3.4,5.6,Yes,No
1454,Male,17,Some College,7.5,6.2,7.4,83,72,87,3.2,1.6,Yes,No
1455,Female,16,Some College,12.2,6.5,0,100,58,89,3.3,3.7,Yes,No
1456,Male,17,Bachelor's,9.5,6.3,8.9,64,72,65,2.7,2.6,Yes,Yes
1457,Female,18,Bachelor's,6.7,,9.4,72,68,83,3.0,2.8,Yes,Yes
1458,Male,16,Bachelor's,10.3,4.4,9.1,88,88,82,3.4,2.9,No,Yes
1459,Male,16,High School,10.4,6.4,6.0,83,75,93,3.3,8.9,Yes,No
1460,Female,16,High School,5.3,8.3,5.8,58,52,92,2.7,8.5,Yes,Yes
1461,Female,15,Graduate,9.1,6.6,5.6,78,92,100,3.6,2.3,Yes,No
1462,Male,16,Some College,16.3,7.6,6.8,100,85,100,3.8,7.0,Yes,Yes
1463,Male,17,Graduate,12.1,7.5,11.0,97,79,100,3.7,5.1,Yes,No
1464,Female,15,Bachelor's,7.8,6.8,2.3,100,88,96,3.8,8.2,Yes,Yes
1465,Male,18,High School,17.8,7.8,3.7,67,95,100,3.5,2.6,Yes,No
1466,Female,18,Some College,12.3,7.3,3.4,60,61,98,2.9,1.2,No,No
1467,Female,17,Some College,8.3,5.3,5.3,95,50,71,2.9,1.0,Yes,Yes
1468,Female,17,High School,9.8,6.4,9.6,67,73,92,3.1,5.4,No,No
1469,Female,18,Bachelor's,8.1,8.1,3.2,97,79,96,3.6,6.9,Yes,Yes
1470,Female,16,Some College,10.0,5.7,2.5,89,81,91,3.5,6.8,Yes,No
1471,Female,16,Some College,10.6,8.0,2.0,85,84,86,3.4,7.1,Yes,No
1472,Female,15,High School,11.5,9.5,4.4,62,59,79,2.7,3.2,No,No
1473,Male,17,Some College,9.2,7.1,8.3,88,72,87,3.3,1.5,Yes,Yes
1474,Female,18,Graduate,12.3,6.7,10.1,100,81,73,3.4,2.7,Yes,No
1475,Male,16,Some College,16.6,7.1,6.3,96,94,86,3.7,1.8,Yes,Yes
1476,Male,15,High School,10.8,8.5,3.6,100,91,79,3.6,2.5,No,Yes
1477,Female,18,Bachelor's,10.2,6.1,6.7,99,95,73,3.6,6.0,Yes,Yes
1478,Female,17,High School,6.2,6.8,9.2,78,61,71,2.8,1.9,Yes,No
1479,Female,15,Some College,13.1,8.2,3.4,100,80,75,3.4,7.8,Yes,No
1480,Male,15,Some College,11.7,6.3,9.3,66,83,81,3.1,1.7,Yes,Yes
1481,Female,15,High School,10.3,7.5,6.7,100,70,87,3.4,2.0,Yes,Yes
1482,Female,18,Graduate,11.0,6.7,6.9,100,83,67,3.3,1.6,No,No
1483,Male,15,Bachelor's,6.6,7.1,8.7,96,67,77,3.2,2.9,Yes,No
1484,Male,16,High School,12.2,7.4,6.9,92,87,71,3.3,1.5,Yes,Yes
1485,Male,17,Some College,11.2,7.1,7.8,75,87,95,3.4,7.2,Yes,No
1486,Male,15,Graduate,8.2,7.9,8.5,81,75,99,3.4,1.5,Yes,No
1487,Male,17,Some College,11.0,7.5,5.3,81,100,70,3.3,3.1,No,No
1488,Female,18,Some College,4.6,6.8,3.8,83,72,63,2.9,2.5,Yes,Yes
1489,Female,17,Some College,5.2,4.9,7.5,78,76,69,3.0,15.6,Yes,No
1490,Male,16,High School,9.2,7.2,9.5,82,79,65,3.0,4.3,Yes,No
1491,Female,15,High School,16.7,6.3,13.9,100,76,70,3.3,5.0,Yes,Yes
1492,Male,17,Bachelor's,10.5,5.3,2.6,100,100,63,3.5,6.2,Yes,Yes
1493,Female,16,Bachelor's,9.8,,4.6,71,73,81,3.0,7.6,Yes,Yes
1494,Male,18,Bachelor's,9.5,7.3,4.2,83,80,81,3.3,2.0,Yes,Yes
1495,Female,15,Graduate,6.7,6.5,8.7,62,56,90,2.8,1.3,Yes,No
1496,Female,18,Some College,9.5,6.6,6.7,79,69,68,2.9,2.0,Yes,Yes
1497,Male,16,High School,13.4,7.0,9.2,79,93,71,3.2,5.5,Yes,Yes
1498,Male,16,Some College,11.1,7.5,0.7,69,93,67,3.1,5.4,Yes,No
