Student ID,Gender,Age,Parent Education Level,Hours Studied Per Week,Sleep Hours Per Night,Extracurricular Activities,Math Score,Science Score,English Score,Overall GPA,Absence Rate,Technology Access,Study Group Participation
1499,Male,16,High School,11.9,7.1,8.5,88,72,72,3.1,4.7,Yes,No
1500,Male,15,High School,6.2,5.1,4.6,90,77,80,3.3,1.5,Yes,Yes
1501,Male,18,High School,6.2,6.4,9.8,56,86,85,3.0,4.5,Yes,Yes
1502,Female,15,Bachelor's,10.7,6.3,3.5,88,68,81,3.2,2.2,Yes,Yes
1503,Female,17,Some College,,9.0,2.4,100,100,94,3.9,0.8,Yes,No
1504,Male,16,Some College,8.2,7.0,5.6,79,99,65,3.2,5.7,Yes,Yes
1505,Male,17,High School,6.6,5.2,4.0,83,63,71,2.9,3.4,Yes,Yes
1506,Female,17,Graduate,11.4,5.3,8.3,98,100,98,3.9,1.0,Yes,Yes
1507,Male,18,Bachelor's,10.3,6.6,0.5,100,68,86,3.4,4.4,No,Yes
1508,Female,18,High School,7.8,8.4,3.0,78,76,92,3.3,7.3,Yes,Yes
1509,Male,17,Some College,14.7,6.3,7.4,100,100,82,3.8,0.9,Yes,Yes
1510,Female,16,High School,2.8,6.8,7.5,68,66,69,2.7,0.7,Yes,Yes
1511,Male,17,Graduate,8.7,7.9,10.8,85,85,82,3.4,2.1,Yes,Yes
1512,Female,18,High School,9.5,8.3,5.4,42,82,84,2.8,3.9,Yes,Yes
1513,Male,16,High School,,9.4,3.5,100,68,82,3.3,2.9,Yes,Yes
1514,Female,17,High School,9.8,6.9,9.6,50,68,83,2.7,3.5,Yes,Yes
1515,Male,17,High School,9.0,6.3,7.7,85,59,78,3.0,3.1,Yes,No
1516,Male,15,Some College,15.5,5.2,5.1,76,68,80,3.0,11.8,Yes,No
1517,Female,18,Bachelor's,11.6,5.4,0.9,77,77,98,3.4,4.3,Yes,No
1518,Female,16,Graduate,13.2,7.5,5.8,95,94,86,3.7,2.3,Yes,Yes
1519,Female,18,Some College,8.9,7.1,4.9,60,68,62,2.5,4.8,Yes,No
1520,Female,16,Bachelor's,12.1,7.0,3.3,91,91,100,3.8,2.3,Yes,Yes
1521,Male,18,Some College,9.8,6.1,3.5,52,80,74,2.7,2.3,Yes,No
1522,Female,16,Some College,12.1,6.6,8.1,88,97,85,3.6,1.6,Yes,Yes
1523,Male,17,Some College,9.3,6.6,7.0,80,95,95,3.6,2.6,Yes,No
1524,Female,16,Bachelor's,11.7,7.6,5.3,82,92,70,3.3,3.6,Yes,Yes
1525,Male,16,Bachelor's,8.4,7.6,3.1,100,46,74,2.9,4.2,Yes,Yes
1526,Female,17,Graduate,14.3,4.6,7.2,88,91,100,3.7,0.3,Yes,Yes
1527,Male,16,High School,8.0,8.3,4.4,62,87,64,2.8,0.1,Yes,No
1528,Male,16,Some College,13.4,6.4,11.2,85,82,95,3.5,5.1,Yes,No
1529,Male,16,Some College,,6.7,9.7,69,71,78,2.9,3.3,No,No
1530,Female,16,High School,9.7,6.7,6.1,81,51,68,2.7,0.5,Yes,Yes
1531,Female,16,High School,10.1,,11.3,81,68,73,3.0,2.2,No,Yes
1532,Male,16,High School,6.3,7.7,8.5,69,27,89,2.5,1.0,No,No
1533,Female,18,Graduate,7.2,7.8,6.4,98,98,88,3.8,9.4,Yes,No
1534,Male,18,Graduate,4.3,4.6,8.3,100,81,88,3.6,2.7,Yes,Yes
1535,Female,15,Some College,13.6,,5.0,95,100,92,3.8,1.5,Yes,Yes
1536,Male,17,High School,10.4,6.3,4.3,77,95,72,3.3,3.1,Yes,Yes
1537,Female,16,Bachelor's,8.8,5.8,0.7,85,100,100,3.8,2.9,Yes,No
1538,Male,17,High School,13.6,6.5,0.8,83,94,91,3.6,1.3,No,Yes
1539,Female,18,High School,9.9,6.5,7.4,85,62,97,3.3,2.6,Yes,No
1540,Male,17,Graduate,9.2,5.9,4.2,96,94,100,3.9,1.9,Yes,No
1541,Female,16,Graduate,11.0,7.9,6.5,83,100,84,3.6,5.2,Yes,Yes
1542,Male,16,Bachelor's,12.8,7.1,5.6,39,91,100,3.1,3.3,No,No
1543,Female,16,Bachelor's,5.6,6.1,6.5,74,76,84,3.1,5.8,Yes,No
1544,Male,15,High School,13.2,7.1,13.0,69,98,62,3.1,2.3,Yes,Yes
1545,Male,15,Graduate,7.4,7.4,8.0,74,86,85,3.3,1.9,Yes,No
1546,Female,15,Graduate,5.9,7.0,6.9,55,57,80,2.6,10.3,No,Yes
1547,Female,17,Some College,7.7,,8.5,54,44,66,2.2,2.2,Yes,Yes
1548,Male,15,Some College,6.8,6.0,11.6,94,65,47,2.7,1.7,Yes,Yes
1549,Male,17,Some College,11.5,7.2,3.7,100,91,100,3.9,1.2,Yes,Yes
1550,Female,16,Some College,11.5,5.4,11.1,87,100,61,3.3,4.5,Yes,No
1551,Male,16,Some College,8.8,6.5,2.7,92,100,73,3.5,1.3,Yes,Yes
1552,Female,15,High School,13.8,7.4,3.5,54,78,95,3.0,3.5,Yes,Yes
1553,Male,18,Graduate,11.6,6.9,12.8,90,74,82,3.3,8.0,Yes,Yes
1554,Male,16,High School,7.7,7.4,6.7,63,69,73,2.7,3.2,No,Yes
1555,Female,16,High School,14.3,8.9,3.1,83,64,90,3.2,9.1,Yes,No
1556,Female,17,Some College,8.4,4.9,8.9,80,84,68,3.1,6.2,Yes,Yes
1557,Female,16,High School,16.7,7.2,8.0,99,82,60,3.2,7.1,Yes,No
1558,Female,18,High School,10.0,7.1,7.1,87,84,75,3.3,3.6,Yes,No
1559,Female,16,Bachelor's,8.9,6.1,9.0,59,71,57,2.5,6.8,Yes,No
1560,Female,18,Some College,8.4,7.5,5.7,98,69,89,3.4,2.4,Yes,Yes
1561,Female,17,High School,11.2,6.5,8.0,85,83,83,3.3,2.2,Yes,Yes
1562,Female,17,High School,15.0,5.9,6.7,100,83,90,3.6,2.6,Yes,Yes
1563,Male,15,Graduate,10.3,8.1,9.7,100,87,82,3.6,4.4,Yes,Yes
1564,Male,16,Bachelor's,,6.8,4.0,81,86,81,3.3,2.0,Yes,Yes
1565,Male,17,Some College,9.3,7.2,2.8,88,90,77,3.4,1.3,Yes,Yes
1566,Female,16,High School,10.9,7.0,3.3,80,70,85,3.1,1.6,Yes,No
1567,Male,15,High School,8.5,7.8,1.6,89,94,63,3.3,7.7,Yes,Yes
1568,Male,17,Some College,11.3,5.9,4.4,98,86,100,3.8,2.9,Yes,Yes
1569,Female,16,Graduate,9.0,7.3,0,67,79,94,3.2,1.9,Yes,Yes
1570,Female,16,Bachelor's,13.2,5.7,4.0,85,100,92,3.7,7.7,Yes,Yes
1571,Female,16,Some College,11.6,9.2,4.8,94,89,72,3.4,2.5,Yes,Yes
1572,Female,16,Some College,7.7,8.4,5.4,83,56,74,2.8,1.1,Yes,No
1573,Male,16,Some College,17.5,7.7,5.0,100,96,75,3.6,1.0,Yes,Yes
1574,Male,16,Bachelor's,7.5,8.1,6.1,86,94,93,3.6,5.3,Yes,Yes
1575,Female,15,Some College,11.4,7.7,8.6,80,90,77,3.3,0.4,Yes,No
1576,Female,15,High School,15.9,6.9,4.8,100,77,100,3.7,5.6,Yes,No
1577,Female,18,High School,10.1,7.4,1.8,56,99,85,3.2,8.3,Yes,Yes
1578,Female,15,Bachelor's,5.1,5.7,3.9,55,59,98,2.8,5.8,Yes,No
1579,Male,15,Some College,8.6,8.6,8.5,92,50,61,2.7,4.7,Yes,No
1580,Male,17,Bachelor's,12.3,6.8,0,87,100,100,3.8,1.8,Yes,No
1581,Female,17,High School,13.7,7.3,2.1,66,69,84,2.9,1.4,Yes,Yes
1582,Male,16,Some College,8.7,6.9,11.7,83,78,100,3.5,0.9,Yes,No
1583,Female,16,Graduate,7.2,6.7,5.8,87,67,70,3.0,9.8,Yes,Yes
1584,Female,18,Some College,7.1,7.1,7.4,78,86,77,3.2,0.8,Yes,No
1585,Male,16,Graduate,10.0,9.0,8.7,69,98,70,3.2,7.2,Yes,No
1586,Male,16,Bachelor's,14.2,7.7,5.0,58,100,97,3.4,6.2,Yes,No
1587,Male,18,High School,7.8,,6.2,82,74,86,3.2,0.4,No,No
1588,Female,16,High School,10.5,,8.1,73,85,82,3.2,1.5,Yes,Yes
1589,Male,17,Bachelor's,11.8,7.5,4.8,100,100,96,3.9,2.3,Yes,Yes
1590,Female,18,Bachelor's,9.5,8.1,0,84,82,100,3.5,4.3,Yes,No
1591,Female,16,Bachelor's,7.8,9.0,8.3,93,100,100,3.9,7.7,Yes,Yes
1592,Male,15,Bachelor's,3.4,6.5,5.7,77,88,85,3.3,1.1,Yes,No
1593,Female,15,Bachelor's,5.3,7.6,5.3,86,77,69,3.1,6.2,Yes,Yes
1594,Female,15,Bachelor's,10.1,5.7,1.1,99,94,78,3.6,3.6,Yes,Yes
1595,Female,16,Graduate,13.1,7.1,9.2,100,93,74,3.6,3.6,No,Yes
1596,Female,16,High School,11.4,6.5,7.0,74,64,80,2.9,2.6,Yes,No
1597,Male,16,High School,6.6,5.9,6.3,82,82,66,3.1,3.4,Yes,No
1598,Female,15,Bachelor's,9.1,6.7,7.5,75,50,83,2.8,4.9,Yes,Yes
1599,Female,18,High School,9.3,6.5,3.3,84,62,100,3.3,1.7,Yes,Yes
1600,Female,15,Some College,,6.1,0,80,64,79,3.0,3.6,No,Yes
1601,Male,17,Some College,11.3,6.2,10.3,75,90,80,3.3,1.7,Yes,Yes
1602,Male,17,High School,15.4,6.6,6.9,100,89,76,3.5,2.0,Yes,No
1603,Male,17,Graduate,6.6,6.7,0,79,44,95,2.9,7.0,Yes,No
1604,Female,16,High School,7.0,6.9,2.1,93,80,87,3.5,1.5,Yes,Yes
1605,Female,16,Bachelor's,14.1,7.9,15.1,100,88,84,3.6,7.3,Yes,Yes
1606,Male,17,Some College,11.7,8.3,6.4,75,64,100,3.2,4.9,Yes,Yes
1607,Male,17,Bachelor's,5.9,5.5,2.3,69,70,91,3.1,3.6,Yes,Yes
1608,Female,17,High School,6.7,6.4,5.0,46,68,63,2.4,5.9,No,No
1609,Female,15,Bachelor's,8.8,8.6,3.2,76,100,88,3.5,7.4,Yes,Yes
1610,Female,17,High School,,6.1,4.9,77,93,95,3.5,2.9,Yes,Yes
1611,Male,17,High School,,6.5,13.8,72,87,60,2.9,2.4,Yes,No
1612,Female,16,Some College,15.9,8.0,5.1,100,90,82,3.6,1.2,Yes,Yes
1613,Male,17,Bachelor's,,8.1,3.8,72,84,85,3.2,6.0,Yes,Yes
1614,Female,18,Bachelor's,,6.9,4.5,78,76,92,3.3,4.7,Yes,Yes
1615,Male,16,Some College,5.3,6.1,9.9,66,61,54,2.4,4.2,Yes,Yes
1616,Male,18,Some College,9.4,7.6,0.4,85,87,98,3.6,0.9,Yes,No
1617,Female,16,High School,10.0,8.2,7.0,88,91,81,3.5,3.2,Yes,Yes
1618,Male,15,Some College,8.4,6.6,7.2,81,66,62,2.8,4.1,Yes,Yes
1619,Male,15,High School,10.9,7.2,8.0,95,78,78,3.3,1.2,No,No
1620,Female,17,Graduate,14.5,6.6,3.9,83,100,92,3.7,3.5,Yes,No
1621,Male,15,Some College,9.8,7.9,6.5,83,87,97,3.6,3.3,Yes,No
1622,Male,18,Bachelor's,15.3,5.8,0.1,100,81,100,3.7,1.6,No,No
1623,Female,16,Some College,13.0,7.3,7.5,94,79,89,3.5,3.6,Yes,Yes
1624,Female,15,High School,13.8,7.9,2.1,95,70,85,3.3,5.2,Yes,Yes
1625,Male,18,Bachelor's,9.3,7.2,7.8,88,92,72,3.4,6.9,Yes,No
1626,Male,16,Some College,6.9,8.0,3.9,63,79,72,2.9,7.5,Yes,Yes
1627,Female,17,Bachelor's,15.5,8.2,3.6,100,100,100,4.0,5.3,Yes,Yes
1628,Female,16,Bachelor's,5.6,5.9,3.2,52,93,75,2.9,6.5,Yes,Yes
1629,Male,15,Bachelor's,10.9,6.3,7.2,88,82,85,3.4,5.0,Yes,Yes
1630,Female,17,High School,8.3,7.9,6.0,84,64,66,2.9,2.7,Yes,No
1631,Male,16,High School,,5.9,3.2,88,77,84,3.3,0.8,Yes,Yes
1632,Male,15,High School,6.9,6.9,7.0,64,80,76,2.9,4.3,Yes,Yes
1633,Female,18,High School,9.7,5.6,4.7,79,81,90,3.3,2.0,Yes,Yes
1634,Female,15,Some College,9.1,6.6,8.6,93,74,73,3.2,2.7,Yes,No
1635,Male,18,High School,12.0,7.7,8.5,94,76,90,3.5,2.4,Yes,Yes
1636,Male,18,Some College,9.3,6.8,6.9,67,86,91,3.3,1.4,Yes,No
1637,Female,15,Graduate,12.5,6.7,5.0,100,81,78,3.5,2.9,Yes,Yes
1638,Female,17,High School,13.9,7.4,2.7,79,94,78,3.3,4.1,No,No
1639,Male,18,Some College,10.5,6.3,5.3,94,78,100,3.6,5.0,Yes,Yes
1640,Male,18,Graduate,11.6,,11.3,80,83,88,3.3,6.0,Yes,Yes
1641,Male,15,High School,8.3,6.0,8.1,53,52,66,2.3,11.2,Yes,Yes
1642,Female,17,Bachelor's,,8.0,2.4,89,91,81,3.5,0.3,No,Yes
1643,Male,15,Bachelor's,4.2,5.2,8.1,72,83,78,3.1,1.4,Yes,No
1644,Male,17,Bachelor's,10.3,7.1,6.5,100,97,66,3.5,4.7,Yes,Yes
1645,Male,18,High School,5.2,7.8,6.3,70,53,67,2.5,3.6,Yes,Yes
1646,Male,17,Bachelor's,13.8,7.5,5.6,83,85,73,3.2,2.2,Yes,Yes
1647,Male,16,Bachelor's,5.8,7.7,2.0,87,47,93,3.0,1.9,Yes,Yes
1648,Male,15,Some College,6.8,7.6,0.8,87,63,44,2.6,3.0,Yes,Yes
1649,Female,17,Graduate,5.1,8.2,3.4,88,53,62,2.7,6.5,Yes,Yes
1650,Female,17,Some College,4.4,7.2,8.8,69,81,87,3.2,1.4,Yes,No
1651,Male,18,Bachelor's,,6.4,4.2,86,95,89,3.6,2.1,Yes,Yes
1652,Male,16,Some College,5.8,8.5,9.5,99,90,70,3.5,3.5,Yes,Yes
1653,Female,16,Some College,9.3,8.4,2.3,59,95,91,3.3,1.0,Yes,No
1654,Male,18,High School,8.7,7.3,7.8,37,61,65,2.2,2.5,Yes,No
1655,Male,15,Some College,4.8,7.8,7.8,59,96,92,3.3,4.5,Yes,Yes
1656,Male,15,High School,,,9.4,73,77,72,3.0,15.2,No,Yes
1657,Female,18,Graduate,7.0,6.5,5.2,88,88,65,3.2,4.5,Yes,Yes
1658,Female,16,Some College,6.3,7.2,9.8,78,86,71,3.1,5.5,Yes,Yes
1659,Male,16,Graduate,8.2,7.4,0,99,86,94,3.7,4.1,Yes,No
1660,Male,16,High School,6.5,8.3,10.5,44,72,85,2.7,6.0,Yes,No
1661,Male,16,Some College,6.0,5.9,8.4,59,97,66,3.0,4.2,Yes,No
1662,Female,16,Bachelor's,10.0,7.1,2.2,97,91,87,3.7,0.7,Yes,Yes
1663,Female,17,Bachelor's,6.8,8.5,5.0,60,47,82,2.5,4.4,Yes,Yes
1664,Female,15,High School,7.8,6.4,6.1,28,61,53,1.9,1.8,No,No
1665,Male,15,Bachelor's,9.9,7.9,5.1,79,100,70,3.3,2.0,Yes,Yes
1666,Female,15,Some College,10.9,8.2,4.4,95,95,51,3.2,7.4,Yes,Yes
1667,Male,17,Bachelor's,8.3,7.0,1.7,80,97,64,3.2,3.1,Yes,Yes
1668,Female,16,Bachelor's,9.5,7.8,3.6,81,74,74,3.1,1.4,Yes,Yes
1669,Female,16,Bachelor's,11.4,9.1,11.0,77,77,66,2.9,1.0,Yes,Yes
1670,Male,16,High School,9.3,6.4,4.6,79,65,71,2.9,7.1,Yes,Yes
1671,Male,16,Some College,4.8,6.7,5.0,38,81,68,2.5,1.0,Yes,Yes
1672,Female,17,Graduate,8.9,8.1,11.3,66,70,76,2.8,3.1,Yes,No
1673,Female,17,Some College,8.5,7.4,0,86,71,75,3.1,1.1,Yes,Yes
1674,Male,18,High School,13.6,7.7,8.4,60,85,100,3.3,0.5,Yes,No
1675,Female,16,Some College,9.4,6.6,6.8,100,98,91,3.9,1.5,Yes,Yes
1676,Male,16,Bachelor's,6.5,7.4,8.9,81,66,84,3.1,1.5,Yes,No
1677,Female,15,Bachelor's,7.1,4.6,4.1,58,92,85,3.1,4.2,Yes,Yes
1678,Male,17,Graduate,8.2,7.4,1.9,96,86,98,3.7,1.1,Yes,Yes
1679,Female,18,Graduate,12.5,8.8,7.4,90,96,70,3.4,1.5,No,Yes
1680,Female,17,High School,11.2,9.3,10.0,55,51,87,2.6,14.0,Yes,No
1681,Male,17,Some College,6.3,6.1,0,77,58,72,2.8,8.4,Yes,No
1682,Male,16,High School,,6.3,4.8,84,95,75,3.4,0.4,Yes,No
1683,Female,16,Some College,10.4,7.0,3.8,89,64,99,3.4,7.6,No,Yes
1684,Female,17,Some College,10.7,5.9,0.6,88,89,84,3.5,4.4,Yes,No
1685,Female,17,Graduate,11.5,6.6,10.1,95,88,77,3.5,3.8,Yes,Yes
1686,Female,16,Some College,11.5,7.3,8.6,68,60,74,2.7,3.7,Yes,No
1687,Female,17,Graduate,9.7,7.3,4.2,100,94,84,3.7,1.5,Yes,Yes
1688,Female,18,Bachelor's,15.6,7.2,9.7,85,79,97,3.5,2.2,No,No
1689,Male,18,Some College,11.7,7.8,8.6,80,85,75,3.2,5.1,No,No
1690,Female,16,Bachelor's,10.8,,10.7,57,68,72,2.6,1.7,Yes,Yes
1691,Male,17,Graduate,,6.3,7.3,95,92,92,3.7,11.3,Yes,Yes
1692,Male,17,Bachelor's,10.5,8.9,4.1,77,75,71,3.0,4.4,No,Yes
1693,Male,17,High School,11.0,6.0,4.6,72,73,88,3.1,9.7,Yes,No
1694,Female,17,Bachelor's,14.7,6.8,0,74,100,85,3.5,1.7,Yes,No
1695,Female,15,High School,8.4,6.4,5.8,94,74,86,3.4,3.8,Yes,Yes
1696,Female,15,High School,9.3,6.3,13.5,78,73,76,3.0,1.1,Yes,No
1697,Male,16,High School,13.7,6.5,8.5,55,97,91,3.2,3.1,Yes,Yes
1698,Female,17,Graduate,9.8,7.5,1.0,92,88,98,3.7,6.4,No,Yes
1699,Male,17,Bachelor's,8.0,6.0,4.0,54,84,91,3.1,4.4,No,Yes
1700,Male,18,High School,10.0,7.2,10.8,69,64,88,2.9,6.2,Yes,No
1701,Male,17,High School,8.8,8.4,3.3,64,91,55,2.8,4.7,Yes,Yes
1702,Male,18,Graduate,11.8,5.7,5.1,88,75,100,3.5,5.9,Yes,Yes
1703,Male,16,Some College,11.7,6.4,3.5,100,86,68,3.4,12.9,Yes,No
1704,Female,16,Graduate,11.5,7.1,4.8,92,81,84,3.4,4.2,No,No
1705,Male,18,Bachelor's,11.6,6.1,8.0,82,70,83,3.1,2.3,Yes,No
1706,Male,17,Graduate,15.0,8.1,4.8,100,96,73,3.6,1.2,Yes,No
1707,Male,15,Bachelor's,12.8,,7.0,75,85,90,3.3,3.3,Yes,No
1708,Female,15,Some College,10.3,7.7,6.1,97,61,75,3.1,12.9,No,No
1709,Female,15,Some College,7.1,5.4,4.0,84,81,94,3.5,1.7,Yes,Yes
1710,Male,17,Bachelor's,14.5,7.4,4.4,94,96,100,3.9,3.7,Yes,Yes
1711,Female,15,Graduate,7.2,7.1,0.9,70,80,86,3.1,2.6,Yes,Yes
1712,Female,15,Some College,11.6,5.5,5.5,75,75,83,3.1,4.5,Yes,No
1713,Male,16,Bachelor's,10.6,7.1,8.0,86,66,80,3.1,4.8,Yes,Yes
1714,Female,16,High School,5.4,8.2,4.9,66,72,63,2.7,0.8,Yes,Yes
1715,Male,16,Bachelor's,10.5,5.5,6.3,88,100,74,3.5,1.5,Yes,No
1716,Male,16,Bachelor's,14.7,8.2,6.8,100,75,98,3.6,3.5,Yes,No
1717,Male,17,Some College,,5.8,6.8,62,64,94,2.9,5.0,Yes,No
1718,Female,17,Graduate,12.6,7.5,7.0,93,90,95,3.7,1.9,Yes,Yes
1719,Male,16,Some College,8.8,6.3,5.0,85,53,70,2.8,9.9,Yes,No
1720,Male,17,Graduate,12.1,7.7,6.4,82,77,91,3.3,4.9,Yes,Yes
1721,Female,16,Some College,13.7,6.7,2.6,71,79,100,3.3,2.8,Yes,Yes
1722,Female,17,High School,12.8,5.2,3.8,95,72,86,3.4,1.3,Yes,No
1723,Female,16,Bachelor's,9.6,7.1,5.8,84,82,72,3.2,3.8,Yes,Yes
1724,Female,15,Some College,9.8,7.0,5.3,94,58,68,2.9,4.9,No,No
1725,Male,18,Some College,11.3,7.4,6.5,87,87,90,3.5,3.2,No,Yes
1726,Male,16,Graduate,12.0,9.1,6.8,100,72,85,3.4,1.4,Yes,No
1727,Female,18,Bachelor's,7.8,8.3,2.3,86,90,80,3.4,4.2,Yes,Yes
1728,Female,17,High School,10.1,7.0,11.1,98,85,91,3.7,4.8,Yes,No
1729,Female,17,High School,11.6,6.4,8.4,100,82,88,3.6,2.1,Yes,No
1730,Female,18,Graduate,7.2,7.3,12.5,63,92,90,3.3,0.9,Yes,No
1731,Female,16,Some College,12.0,7.1,8.1,93,98,83,3.7,5.7,Yes,Yes
1732,Female,15,Some College,8.2,7.0,4.5,79,85,71,3.1,3.0,Yes,No
1733,Male,15,High School,6.7,8.2,6.3,59,45,73,2.4,5.5,Yes,Yes
1734,Female,17,Bachelor's,15.2,5.5,11.0,75,99,94,3.6,2.3,No,Yes
1735,Female,17,Bachelor's,11.8,7.0,4.7,87,64,87,3.2,7.5,Yes,Yes
1736,Male,17,Some College,11.9,7.5,3.8,71,61,85,2.9,12.0,Yes,No
1737,Male,16,High School,11.4,8.1,3.3,66,82,82,3.1,1.1,Yes,No
1738,Female,16,Some College,12.3,7.2,1.7,78,74,100,3.4,1.9,Yes,No
1739,Male,15,Some College,8.9,6.9,7.2,92,97,64,3.4,1.8,Yes,Yes
1740,Male,17,High School,7.3,5.5,1.6,62,72,56,2.5,4.0,Yes,No
1741,Male,18,Bachelor's,16.0,6.2,10.5,84,98,86,3.6,2.7,Yes,No
1742,Male,17,Graduate,12.8,6.9,4.2,100,91,88,3.7,2.9,Yes,Yes
1743,Male,17,High School,15.1,7.1,3.2,88,83,88,3.5,3.7,No,Yes
1744,Male,16,High School,12.3,4.7,5.7,77,66,89,3.1,1.8,Yes,Yes
1745,Female,16,Graduate,9.4,7.8,4.1,84,63,83,3.1,4.2,Yes,No
1746,Male,15,Bachelor's,12.9,8.2,5.6,100,86,100,3.8,5.3,Yes,No
1747,Male,18,Graduate,10.5,8.7,4.5,69,83,76,3.0,7.8,Yes,No
1748,Male,16,Bachelor's,6.1,,6.7,82,88,100,3.6,4.4,Yes,No
1749,Female,16,Some College,6.1,6.0,3.6,99,61,89,3.3,2.4,Yes,No
